Date,TR-1 KWH,TR-1 Voltage (V),TR-1 Current (A),TR-2 KWH,TR-2 Voltage (V),TR-2 Current (A),Hostel-M Block-A AC MWH,Hostel-M Block-B AC MWH,Hostel-M Block-C AC MWH,Hostel-M Block-D AC MWH,Hostel-M Block-A L&P MWH,Hostel-M Block-B L&P MWH ,Hostel-M Block-C L&P MWH,Hostel-M Block-D L&P MWH,Kitchen MWH,"Consort Labour,AGT,FRF &  AGT Crane ",STP  MWH,CONSORT BATCHING PLANT MWH,"FR-A,B,C MWH",FRD Normal MWH,FRE Normal MWH,Pump Room SS-5 MWH,FRD & FRE Lift MWH,FRD AC MWH,Total Unit Consumed in KWH,Temperature_C
16-06-2023,8666323,421,273,1332934,419,132,1575.526,1627.25,10.88,1661.56,1035.04,1038.84,1093.105,699.785,2222.629,0.185,645.248,166.092,1088.777,172.022,191.948,431.027,189.826,309.53,6210,31.7
17-06-2023,8670801,421,219,1335293,426,109,1577.12,1627.25,10.88,1661.56,1035.46,1039.01,1093.51,699.98,2222.67,0.395,645.95,166.55,1089.68,172.43,192.52,431.3,189.86,309.53,6385,33.6
18-06-2023,8675338,418,218,1337385,419,100,1578.74,1627.25,10.88,1661.56,1035.9,1039.19,1093.87,699.98,2222.69,0.645,646.28,167.04,1090.6,172.91,193.12,431.55,189.89,309.53,5970,30
19-06-2023,8679904,428,141,1339334,427,148,1580.4,1627.25,10.88,1661.56,1036.31,1039.28,1094.23,700.1,2222.71,0.981,646.75,167.47,1091.5,173.32,193.61,431.85,189.92,309.53,6026,31.2
20-06-2023,8684929,429,409,1342093,421,159,1582.31,1627.25,10.88,1661.56,1036.75,1039.36,1094.6,700.16,2222.8,1.304,647.75,168.06,1092.63,173.76,194.21,432.11,189.96,309.54,7343,32.7
21-06-2023,8690553,417,412,1344752,417,137,1584.46,1627.25,10.88,1661.56,1037.2,1039.47,1095.01,700.22,2222.85,1.63,648.51,168.66,1093.91,174.29,194.9,432.38,189.99,309.54,7716,33.2
22-06-2023,8696491,423,407,1347313,425,129,1586.71,1627.25,10.88,1661.56,1037.66,1039.59,1095.49,700.31,2222.9,1.97,649.08,169.28,1095.19,174.89,195.64,432.68,190.03,309.54,7940,32.3
23-06-2023,8702306,424,355,1349986,426,157,1589,1627.25,10.88,1661.56,1038.11,1039.69,1095.76,700.41,2222.97,2.33,649.81,169.85,1096.5,175.41,196.42,432.99,190.06,309.54,7890,31.9
24-06-2023,8707893,423,364,1352616,424,217,1591.19,1627.25,10.88,1661.56,1038.53,1039.82,1096.17,700.46,2223.05,2.67,650.5,170.39,1097.7,175.99,197.16,433.28,190.1,309.54,7700,32
25-06-2023,8713359,423,304,1356052,423,219,1593.33,1627.25,10.88,1661.56,1038.99,1039.96,1096.56,700.53,2223.12,3,650.88,170.95,1098.84,176.48,197.75,433.56,190.14,309.54,7080,28.4
26-06-2023,8718317,425,266,1359818,425,249,1595.19,1627.25,10.88,1661.56,1040.12,1040.07,1097.23,700.58,2223.19,3.3,651.47,171.46,1099.72,176.89,198.22,433.85,190.17,309.54,7370,28.6
27-06-2023,8723291,423,332,1363547,423,210,1597.04,1627.25,10.94,1661.56,1040.21,1040.21,1097.82,700.64,2223.26,3.66,652.31,171.98,1100.64,177.32,198.73,434.12,190.21,309.54,6750,29.6
28-06-2023,8727888,422,270,1366794,422,201,1598.74,1627.25,10.95,1661.56,1040.35,1040.33,1098.38,700.7,2223.34,3.93,653.12,172.51,1101.53,177.74,199.25,434.36,190.24,309.54,6380,30
29-06-2023,8732781,422,350,1370167,422,205,1600.434,1627.25,10.95,1661.56,1040.845,1040.4785,1098.82,700.766,2223.4,4.315,653.8845,173.1095,1102.564,178.2185,199.888,434.635,190.2785,309.54,7116.5,30.2
30-06-2023,8736785,422,320,1372927,423,203,1601.82,1627.25,10.95,1661.56,1041.25,1040.6,1099.18,700.82,2223.49,4.63,654.51,173.6,1103.41,178.61,200.41,434.86,190.31,309.54,5863.5,30.2
01-07-2023,8741286,419,374,1376193,419,209,1603.37,1627.25,10.95,1661.56,1041.72,1040.7,1099.72,700.9,2223.56,4.99,655.59,174.14,1104.37,179.04,201,435.1,190.35,309.54,7050,30.2
02-07-2023,8746012,422,353,1379177,423,156,1605.05,1627.25,10.95,1661.56,1042.18,1040.78,1100.03,700.99,2223.63,5.48,656.2,174.74,1105.38,179.51,201.58,435.37,190.38,309.54,6750,31.4
03-07-2023,8751213,423,453,1382084,424,172,1606.85,1627.25,10.95,1661.56,1042.6,1040.86,1100.53,701.08,2223.7,5.71,656.95,175.26,1106.5,180.08,202.32,435.62,190.42,309.54,7180,32.7
04-07-2023,8757026,427,420,1385346,427,186,1608.92,1627.25,10.95,1661.56,1043.06,1040.94,1100.99,701.18,2223.79,6.1,657.8,175.85,1107.79,180.7,203.08,435.9,190.46,309.54,8080,30.5
05-07-2023,8761786,429,290,1388222,430,130,1610.62,1627.25,10.95,1661.56,1043.51,1041.02,1101.4,701.26,2223.88,6.47,658.98,176.34,1108.74,181.15,203.68,436.16,190.49,309.54,7140,27.8
06-07-2023,8765811,418,277,1390672,419,136,1612.05,1627.25,10.95,1661.56,1043.9,1041.12,1101.67,701.36,2224,6.8,659.85,176.89,1109.51,181.49,204.17,436.44,190.53,309.55,6090,28.5
07-07-2023,8770635,423,546,1392999,425,155,1613.52,1627.25,10.95,1661.56,1044.31,1041.23,1102.07,701.44,2224.71,7.16,660.52,177.47,1110.33,181.87,204.67,436.7,190.57,309.55,6790,29.3
08-07-2023,8778800,416,431,1395226,430,149,1615.04,1627.25,10.95,1661.56,1044.75,1041.32,1102.42,701.55,2228.58,7.49,661.15,177.97,1111.2,182.28,205.19,436.95,190.61,309.55,9930,26.9
09-07-2023,8784342,415,531,1397398,418,184,1616.23,1627.25,10.95,1661.56,1045.21,1041.41,1102.66,701.64,2230.71,7.81,661.94,178.38,1111.79,182.55,205.57,437.22,190.64,309.55,7260,26
10-07-2023,8788366,420,173,1399720,422,139,1617.34,1627.25,10.95,1661.56,1045.61,1041.48,1102.99,701.75,2231.47,8.14,662.98,178.72,1112.39,182.8,205.99,437.47,190.67,309.55,6040,25.8
11-07-2023,8791182,423,212,1402407,424,240,1618.32,1627.25,10.95,1661.56,1046.05,1041.57,1102.99,701.83,2231.61,8.48,664.2,179.18,1112.94,183.04,206.42,437.69,190.71,309.55,5230,28
12-07-2023,8794939,421,241,1405053,42,159,1619.46,1627.25,10.95,1661.56,1046.5,1041.65,1103.4,701.9,2231.76,8.83,665.14,179.82,1113.69,183.4,206.89,437.91,190.75,309.55,6070,29
13-07-2023,8799103,420,274,1407813,420,185,1620.82,1627.25,10.95,1661.56,1046.96,1041.74,1103.84,701.98,2231.92,9.18,666.02,180.41,1114.47,183.76,207.58,438.17,190.79,309.55,6540,28.8
14-07-2023,8803193,420,263,1410187,420,173,1622.18,1627.25,10.95,1661.56,1047.41,1041.81,1104.25,702.05,2232.06,9.51,666.89,180.91,1115.35,184.17,208.13,438.39,190.82,309.55,6290,29.8
15-07-2023,8807916,420,250,1412864,423,128,1623.77,1627.25,10.95,1661.56,1047.84,1041.89,1104.72,702.1,2232.18,9.87,667.7,181.55,1116.31,184.67,208.8,438.7,190.86,309.55,7030,30.3
16-07-2023,8812488,419,231,1415290,419,141,1625.27,1627.25,10.95,1661.56,1048.26,1041.97,1105.21,702.17,2232.24,10.22,668.4,182.09,1117.31,185.18,209.43,438.91,190.89,309.55,6590,29.6
17-07-2023,8817423,422,322,1417697,423,130,1626.89,1627.25,10.95,1661.56,1048.69,1042.04,1105.62,702.23,2232.3,10.61,669.13,182.56,1118.4,185.72,210.09,439.27,190.93,309.55,6930,30.7
18-07-2023,8822579,427,266,1420447,428,136,1628.68,1627.25,10.95,1661.56,1049.09,1042.11,1106.02,702.32,2232.37,10.96,670.11,183.13,1119.59,186.27,210.76,439.52,190.97,309.56,7430,29.5
19-07-2023,8826591,418,275,1423656,416,461,1630.2,1627.25,10.95,1661.56,1049.56,1042.19,1106.36,702.4,2232.45,11.33,671.16,183.68,1120.63,186.7,211.38,439.72,191.01,309.56,6870,29
20-07-2023,8826591,421,280,1431155,419,439,1631.73,1627.45,10.95,1661.56,1050.01,1042.25,1106.74,702.49,2232.53,11.68,672.25,184.24,1121.56,187.11,212,440.02,191.05,309.56,7090,32.1
21-07-2023,8831132,425,351,1434334,426,125,1633.53,1627.52,10.95,1661.56,1050.47,1042.31,1107.02,702.59,2232.6,12.03,672.87,184.88,1122.77,187.68,212.72,440.3,191.09,309.56,7270,32.4
22-07-2023,8836171,427,296,1437530,428,105,1635.39,1627.52,10.95,1661.7,1050.93,1042.39,1107.42,702.68,2232.7,12.37,673.41,185.61,1124,188.3,213.46,440.55,191.13,309.56,7620,28.9
23-07-2023,8840850,422,361,1440436,425,189,1637.02,1627.52,10.95,1661.7,1051.39,1042.47,1107.9,702.77,2232.79,12.71,674.15,186.34,1125.05,188.82,214.14,440.82,191.17,309.56,7200,31.4
24-07-2023,8846182,420,293,1443250,422,133,1638.73,1627.52,10.95,1661.7,1051.83,1042.59,1108.47,702.85,2232.87,13.05,674.85,187.15,1126.3,189.4,214.86,441.16,191.21,309.56,7780,31.3
25-07-2023,8852129,416,581,1446178,418,156,1640.48,1627.52,10.95,1661.7,1052.28,1042.73,1108.99,702.95,2233.35,13.41,675.59,187.89,1127.66,190.06,215.67,441.43,191.25,309.56,8420,31
26-07-2023,8858420,417,489,1448846,419,131,1642.07,1628.08,10.95,1661.77,1052.7,1042.85,1109.45,703.04,2234.22,13.72,676.17,188.52,1128.83,190.62,216.34,441.73,191.29,309.56,8440,27.5
27-07-2023,8864208,424,416,1451393,425,146,1643.44,1628.52,10.95,1661.96,1053.05,1042.99,1109.89,703.14,2235.1,14.04,676.67,189.11,1129.88,191.15,216.95,442.03,191.33,309.56,7850,30.1
28-07-2023,88664488,424,416,1457653,423,174,1644.21,1628.96,10.95,1662.19,1053.36,1043.13,1110.41,703.25,2235.8,14.35,677.42,189.65,1130.87,191.69,217.61,442.28,191.38,309.56,7310,28.4
29-07-2023,8868689,420,530,1463948,418,693,1645.18,1629.5,10.95,1663.17,1053.67,1043.36,1110.87,703.39,2236.7,14.69,678.05,190.29,1131.94,192.18,218.25,442.55,191.42,309.56,8650,29.1
30-07-2023,8869571,421,541,1474360,418,371,1646.05,1630.76,10.97,1664.42,1053.97,1043.66,1111.51,703.59,2238.16,15.02,678.66,190.77,1132.9,192.67,218.95,442.81,191.46,309.56,10170,29.6
31-07-2023,8879032,420,535,1481014,420,476,1647.36,1632.73,10.99,1667.1,1054.4,1044.12,1112.36,703.9,2240.18,15.36,679.25,191.13,1134.11,193.25,219.64,443.14,191.5,309.56,14190,30.8
01-08-2023,8889966,415,753,1489659,414,674,1649.33,1635.23,11.03,1670.46,1054.87,1044.64,1113.25,704.23,2242.08,15.7,679.9,191.49,1135.52,193.91,220.45,443.4,191.55,309.56,16520,31.7
02-08-2023,8901931,421,841,1498601,422,656,1651.55,1638.03,11.07,1673.69,1055.37,1045.18,1114.13,704.59,2244.06,16.02,680.75,191.86,1137.05,194.71,221.37,443.71,191.6,309.56,17700,31.2
03-08-2023,8914195,416,861,1507583,416,663,1653.74,1640.54,11.11,1676.93,1055.93,1045.73,1115.04,704.97,2246.76,16.35,681.91,192.14,1138.52,195.4,222.16,444.02,191.64,309.56,18150,31
04-08-2023,8927025,422,719,1517247,421,622,1656.18,1643.18,11.15,1680.15,1056.5,1046.32,1115.93,705.34,2249.49,16.68,683.52,192.42,1140.07,196.14,223.05,444.34,191.69,309.56,19260,30.1
05-08-2023,8936868,416,680,1525680,420,543,1657.86,1645.23,11.19,1682.73,1057.03,1046.88,1116.77,705.65,2251,17,685.3,192.66,1141.33,196.67,223.77,444.69,191.73,309.56,15340,30.5
06-08-2023,8948591,416,703,1535347,418,751,1660.17,1647.6,11.23,1685.88,1057.64,1047.49,1117.65,706.01,2253.6,17.32,687.01,192.85,1142.74,197.48,224.62,444.99,191.78,309.56,18570,30.2
07-08-2023,8959673,416,673,1544726,418,620,1662.25,1650.07,11.27,1689.18,1058.25,1048.11,1118.53,706.46,2255.52,17.65,688.43,193.02,1141.01,198.14,225.34,445.28,191.82,309.56,14270,30.3
08-08-2023,8971649,415,874,1555175,418,747,1664.3,1652.67,11.31,1692.77,1058.89,1048.73,1119.44,706.86,2258.04,17.97,690.24,193.19,1145.32,198.84,226.09,445.64,191.86,309.56,21830,30.7
09-08-2023,8984234,423,905,1566098,424,653,1666.56,1655.42,11.36,1696.5,1059.54,1049.37,1120.4,707.27,2260.69,18.27,692.18,193.38,1146.72,199.55,226.87,446.03,191.91,309.56,19860,30.7
10-08-2023,8997125,415,858,1576510,418,765,1668.88,1658.21,13.93,1700.11,1060.17,1050.02,1121.42,707.69,2263.29,18.55,693.97,193.56,1148.19,200.3,227.63,446.35,191.96,309.56,22210,30.3
11-08-2023,9009018,416,640,1586602,417,562,1671.14,1660.8,16.32,1703.62,1060.79,1050.64,1122.4,708.11,2265.37,18.82,695.89,193.73,1149.58,200.99,228.43,446.67,192,309.56,21070,30.4
12-08-2023,9019589,427,770,1597353,426,571,1673.34,1663.54,18.69,1706.72,1061.39,1051.26,1123.36,708.51,2267.55,19.07,697.56,193.92,1151,201.7,229.31,447,192.05,309.56,20670,31.2
13-08-2023,9032122,422,833,1607593,422,686,1675.65,1666.24,21.32,1710.25,1062,1051.9,1124.31,708.92,2270.18,19.31,699.25,194.09,1152.38,202.46,230.21,447.31,192.08,309.56,21890,30.5
14-08-2023,9043380,422,766,1616332,422,587,1677.81,1668.72,23.65,1713.33,1062.59,1052.55,1125.13,709.32,2272.4,19.53,700.39,194.22,1153.68,203.06,230.92,447.6,192.13,309.56,19170,29.2
15-08-2023,9054568,418,845,1624213,421,587,1679.96,1671.08,25.86,1715.59,1063.18,1053.18,1126.07,709.71,2274.58,19.75,701.67,194.32,1154.93,203.66,231.73,447.93,192.17,309.56,18340,30.1
16-08-2023,9066401,417,1029,1632852,417,657,1682.23,1673.62,28.32,1718.21,1063.81,1053.86,1126.96,710.12,2276.79,19.97,703.01,194.42,1156.27,204.32,232.5,448.23,192.2,309.56,19470,31
17-08-2023,9079060,423,899,1642565,425,655,1684.7,1676.48,30.98,1721.21,1064.44,1054.53,1127.92,710.55,2279.5,20.17,704.74,194.55,1157.66,205,233.32,448.54,192.26,309.56,21710,31.3
18-08-2023,9092081,422,960,1652815,422,702,1687.09,1679.46,33.76,1724.52,1065.07,1055.16,1128.89,710.99,2282.18,20.35,706.62,194.69,1159.05,205.71,234.13,448.9,192.31,309.56,22330,31.7
19-08-2023,9104303,425,740,1662294,425,571,1689.45,1682.23,36.32,1727.47,1065.69,1055.8,1129.81,711.39,2284.59,20.58,708.37,194.81,1160.39,206.4,234.92,449.22,192.35,309.56,20910,29.8
20-08-2023,9116560,421,837,1672054,420,562,1691.44,1684.87,38.74,1730.36,1066.35,1056.49,1130.8,711.82,2286.08,20.79,710.51,194.94,1161.74,207.08,235.69,449.55,192.4,309.56,19860,30.7
21-08-2023,9128500,413,836,1681036,413,783,1694.04,1687.41,41,1733.09,1067.01,1057.17,1131.78,712.23,2289.56,20.99,712.28,195.07,1162.99,207.72,236.38,449.9,192.44,309.56,21410,31.1
22-08-2023,9141356,428,848,1691291,426,847,1696.61,1690.2,43.85,1736.39,1067.87,1057.7,1132.82,712.66,2291.94,21.19,713.99,195.25,1164.47,208.47,237.71,450.32,192.48,309.56,22860,30.3
23-08-2023,9153300,420,725,1701023,420,587,1698.87,1692.67,46.35,1739.15,1068.41,1058.56,1133.83,713.1,2294.46,21.37,716.19,195.4,1165.76,209.1,237.9,450.52,192.53,309.56,20250,27
24-08-2023,9163541,421,689,1710013,421,666,1700.73,1694.71,48.31,1741.66,1069.11,1059.26,1134.8,713.54,2296.59,21.55,718.41,195.55,1166.77,209.61,238.5,450.87,192.57,309.56,18370,28.8
25-08-2023,9174635,416,812,1719284,416,590,1702.73,1696,50.6,1744.38,1069.79,1059.94,1135.72,713.96,2299.21,21.74,720.47,195.72,1167.89,210.19,239.14,451.22,192.61,309.56,18770,30.3
26-08-2023,9186060,418,786,1728887,422,661,1704.68,1699.36,52.95,1747.2,1070.5,1060.63,1136.72,714.39,2301.62,21.92,722.57,195.89,1169.15,210.85,239.84,451.52,192.65,309.56,21130,29.7
27-08-2023,9198391,421,869,1738911,422,655,1706.94,1701.84,55.33,1750.14,1071.19,1061.31,1137.77,714.81,2304.38,22.1,724.94,196.02,1170.46,211.52,240.62,451.87,192.69,309.56,21490,30.3
28-08-2023,9209240,417,564,1747346,417,554,1708.87,1704.04,57.18,1752.14,1071.87,1062.01,1138.72,715.22,2306.69,22.27,726.63,196.15,1171.69,212.14,241.34,452.16,192.73,309.56,17920,28.9
29-08-2023,9219016,416,714,1755972,416,627,1710.63,1706.01,59.15,1755.21,1072.54,1062.69,1139.68,715.64,2308.64,22.43,728.67,196.3,1172.74,212.68,241.95,452.43,192.74,309.56,18280,29.7
30-08-2023,9229939,416,791,1764707,416,626,1712.51,1708.14,61.3,1757.76,1073.2,1063.35,1140.64,716.04,2311.33,22.6,730.49,196.42,1173.89,213.23,242.66,452.73,192.8,309.56,18960,30.2
31-08-2023,9241136,414,783,1773850,413,701,1714.48,1710.35,63.6,1760.48,1073.86,1064.03,1141.58,716.45,2313.85,22.75,732.36,196.56,1175.16,213.87,243.39,453.06,192.84,309.56,19580,30.7
01-09-2023,9252612,417,863,1783498,415,775,1716.57,1712.79,66.18,1763.09,1074.5,1064.68,1142.42,716.85,2316.21,22.9,734.59,196.7,1176.58,214.57,244.13,453.36,192.88,309.56,20330,31.4
02-09-2023,9264060,425,756,1793105,424,606,1718.61,1715.2,68.64,1765.74,1075.14,1065.34,1143.33,717.24,2318.66,23.05,736.79,196.86,1177.97,215.24,244.93,453.64,192.92,309.56,20300,30.7
03-09-2023,9275537,428,758,1803238,429,657,1719.57,1720.64,71.08,1768.48,1075.8,1065.99,1143.85,717.65,2321.05,23.2,739.38,196.99,1179.38,215.96,245.8,453.97,192.96,309.56,22450,30.4
04-09-2023,9287246,426,723,1812929,427,710,1720.58,1721.42,73.73,1771.23,1076.2,1066.42,1144.61,718.01,2323.52,23.35,741.08,197.12,1180.58,216.14,246.4,454.27,193,309.56,15910,30.3
05-09-2023,9298069,426,873,1822303,426,689,1724.55,1722.11,75.71,1774.28,1077.14,1067.33,1145.97,718.49,2326.3,23.43,743.48,197.25,1181.99,217.23,247.24,454.59,193.06,309.56,22490,30.3
06-09-2023,9209904,422,938,1832378,422,715,1726.68,1724.59,78.14,1777.24,1077.8,1068.02,1146.98,718.92,2326.84,23.55,745.86,197.39,1183.34,217.86,247.98,454.91,193.09,309.56,19040,30.7
07-09-2023,9322012,414,843,1842594,414,805,1728.88,1727.17,80.62,1780.22,1078.49,1068.71,1147.89,719.36,2331.5,23.66,748.22,197.54,1184.64,218.55,248.79,455.29,193.14,309.56,23480,30.9
08-09-2023,9333968,414,939,1852695,414,667,1731.17,1729.68,83.02,1783.26,1079.17,1069.17,1148.77,719.79,2334.04,23.75,750.52,197.68,1185.99,219.24,249.58,455.61,193.18,309.56,20950,30.6
09-09-2023,9346353,424,775,1862965,423,723,1733.4,1732.1,85.39,1786.3,1079.86,1070.13,1149.7,720.2,2337.07,23.91,752.92,197.8,1187.34,219.97,250.4,455.96,193.23,309.56,22060,29.3
10-09-2023,9356733,430,692,1871772,430,503,1735.28,1733.93,87.27,1788.77,1080.5,1070.8,1150.61,720.59,2339.66,24.02,755.23,197.93,1188.43,220.43,251.1,456.33,193.27,309.56,18470,28.1
11-09-2023,9366974,425,860,1880002,425,535,1736.93,1735.75,89.18,1791.05,1081.18,1071.52,1151.47,721.02,2342.4,24.15,757.08,198.04,1189.48,220.96,251.72,456.66,193.31,309.56,17750,29.6
12-09-2023,9378674,421,474,1889026,421,398,1738.93,1737.92,91.29,1793.72,1081.87,1072.22,1152.43,721.44,2345.34,24.28,759.04,198.19,1190.77,221.56,252.42,457,193.35,309.56,19870,30
13-09-2023,9390569,422,852,1898724,423,565,1741.2,1740.31,93.71,1796.49,1082.56,1072.96,1153.32,721.89,2347.87,24.4,761.12,198.32,1192.13,222.37,253.21,457.36,193.4,309.56,20850,30.5
14-09-2023,9402869,418,922,1908904,418,706,1743.55,1742.82,96.34,1799.45,1083.26,1073.71,1154.3,722.32,2350.44,24.52,763.21,198.46,1193.56,222.99,254.04,457.69,193.44,309.56,21480,31.1
15-09-2023,9414147,420,780,1918274,421,630,1745.1,1744.9,98.6,1802.76,1084.2,1074.85,1155.4,723.05,2353.15,24.64,765.35,198.55,1194.3,223.55,254.8,458.1,193.48,309.56,20680,27.2
16-09-2023,9424447,422,735,1926474,422,570,1747.35,1747.26,100.42,1804.12,1084.67,1075.14,1156.1,723.12,2355.64,24.71,767.63,198.64,1195.85,223.97,255.34,458.35,193.51,309.56,17040,27.8
17-09-2023,9433438,423,687,1934568,423,572,1748.88,1749.03,102.12,1806.11,1085.4,1075.82,1156.98,723.54,2357.75,24.8,769.89,198.73,1196.64,224.4,255.88,458.68,193.55,309.56,16380,27.2
18-09-2023,9442429,417,673,1942662,416,536,1750.42,1750.82,103.82,1808.1,1086.13,1076.59,1157.87,723.96,2359.86,24.89,772.16,198.81,1197.42,224.76,256.43,459.01,193.58,309.56,16430,28.5
19-09-2023,9465264,418,659,1950775,417,532,1752.29,1752.81,105.64,1810.16,1086.86,1077.35,1158.85,724.38,2362.11,25.01,774.24,198.94,1198.31,225.21,257.07,459.37,193.62,309.56,17590,28.8
20-09-2023,9461818,418,722,1958842,420,658,1753.9,1754.48,107.34,1812.1,1087.59,1078.11,1159.78,724.79,2364.42,25.12,776.5,199.04,1199.07,225.58,257.59,459.7,193.66,309.56,16550,29.4
21-09-2023,9472443,419,823,1968303,418,718,1755.93,1756.87,109.61,1814.56,1088.32,1078.88,1160.79,725.21,2366.47,25.26,778.85,199.16,1200.11,226.07,258.3,459.97,193.7,309.56,19290,30.1
22-09-2023,9483685,415,860,1978221,415,680,1758.08,1759.21,111.95,1817.06,1089.07,1079.63,1161.7,725.65,2368.89,25.41,781.54,199.28,1201.28,226.62,259,460.31,193.7,309.56,20320,29.3
23-09-2023,9493388,418,488,1986288,417,513,1759.71,1761.08,113.86,1819.04,1089.76,1080.35,1162.65,726.06,2371.12,25.49,783.56,199.35,1202.24,227.17,259.64,460.6,193.78,309.56,17080,27.3
24-09-2023,9502290,423,596,1994090,423,435,1761.12,1762.76,115.52,1820.77,1090.49,1081.11,1163.5,726.48,2373.42,25.57,785.76,199.45,1203.03,227.56,260.21,460.92,193.82,309.56,16030,27
25-09-2023,9510866,414,524,2001506,414,626,1762.38,1764.3,117,1822.23,1091.31,1081.95,1164.48,726.97,2375.57,25.67,787.9,199.55,1203.77,227.94,260.73,461.18,193.86,309.56,15300,27.5
26-09-2023,9519155,420,624,2009057,421,462,1763.76,1765.96,118.61,1824,1091.95,1082.63,1165.48,727.37,2377.32,25.91,790.05,199.67,1204.54,228.27,261.25,461.48,193.9,309.56,15360,28
27-09-2023,9528104,422,646,2017038,416,546,1765.14,1767.54,120.22,1825.7,1092.76,1083.43,1166.48,727.85,2379.63,26.03,792.37,199.8,1205.3,228.61,261.81,461.8,193.94,309.56,16260,27.7
28-09-2023,9536094,418,497,2024412,419,480,1766.49,1769.18,121.76,1827.36,1093.41,1084.13,1167.28,728.24,2381.5,26.14,794.55,199.92,1206.3,228.91,262.3,462.19,193.98,309.56,15230,27.4
29-09-2023,9544128,428,519,2031843,427,588,1767.75,1770.72,123.33,1828.97,1094.13,1084.89,1167.91,728.68,2383.39,26.25,796.66,200.04,1206.72,229.22,262.79,462.4,194.02,309.56,14230,27.5
30-09-2023,9552258,416,697,2038872,415,429,1768.93,1772.25,124.82,1830.5,1094.76,1085.54,1168.99,729.06,2385.59,26.37,798.87,200.14,1207.4,229.56,263.26,462.63,194.05,309.56,14850,27.6
01-10-2023,9558043,424,564,2046415,424,591,1770.25,1773.96,125.4,1832.25,1095.42,1086.3,1169.9,729.5,2387.3,26.51,801.81,200.23,1208.11,229.88,263.79,462.94,194.1,309.56,14930,26.9
02-10-2023,9563053,422,480,2052675,423,301,1771.22,1775.09,126.66,1833.53,1096.06,1087.02,1170.72,729.9,2389.42,26.62,803.64,200.29,1208.68,230.16,264.2,463.23,194.13,309.56,12920,25.9
03-10-2023,9567816,430,467,2059413,434,431,1772.19,1776.32,127.89,1834.56,1096.77,1087.76,1171.61,730.34,2390.93,26.74,806.16,200.36,1209.26,230.42,264.59,463.5,194.17,309.56,13000,25.9
04-10-2023,9573306,422,546,2066302,421,477,1773.3,1777.72,129.22,1835.87,1097.46,1088.46,1172.42,730.74,2393.18,26.86,808.45,200.48,1209.86,230.68,264.98,463.83,194.21,309.56,14150,26.1
05-10-2023,9576562,429,251,2077268,427,697,1779.18,1774.36,130.56,1837.24,1098.2,1089.24,1173.3,731.18,2394.87,27.02,810.94,200.61,1210.48,230.92,265.39,464.14,194.25,309.56,14160,26.4
06-10-2023,9579238,414,225,2088407,412,787,1775.43,1780.45,131.81,1838.59,1098.88,1089.95,1174.09,731.6,2396.5,27.13,813.18,200.7,1211.11,231.18,265.87,464.45,194.29,309.56,13330,26.7
07-10-2023,9586631,424,598,2095465,424,454,1776.59,1781.66,133.1,1839.97,1099.64,1090.76,1175,732.09,2398.35,27.28,815.46,200.81,1211.74,231.45,266.2,464.75,194.33,309.56,13970,26.8
08-10-2023,9595623,428,678,2103009,429,524,1777.98,1783.33,134.67,1841.68,1100.29,1091.44,1175.91,732.47,2400.66,27.43,817.65,200.9,1212.46,231.79,266.69,465.05,194.37,309.56,15590,28
09-10-2023,9604569,428,669,2110087,419,434,1779.61,1785.13,136.23,1843.37,1100.97,1092.15,1176.72,732.87,2402.8,27.62,819.43,200.99,1213.3,232.14,267.2,465.56,194.41,309.56,15730,28.3
10-10-2023,9613312,425,504,2116042,424,444,1780.69,1786.76,137.27,1844.79,1101.61,1092.82,1177.53,733.24,2405.54,27.73,821.03,201.09,1214.02,232.5,267.67,465.64,194.45,309.56,13880,26.8
11-10-2023,9620053,420,438,2122436,419,465,1781.63,1788.11,138.41,1845.92,1102.28,1093.53,1178.31,733.61,2407.08,27.83,823.24,201.19,1214.63,232.8,268.07,465.92,194.49,309.56,12670,25.6
12-10-2023,9626545,423,177,2128824,420,786,1782.54,1789.37,139.45,1846.98,1102.96,1094.23,1179.06,734,2408.68,27.94,825.48,201.26,1215.21,233.05,268.45,466.2,194.53,309.56,12340,24.9
13-10-2023,9632465,421,477,2135534,421,357,1783.43,1790.47,140.45,1848.04,1103.65,1094.97,1179.82,734.39,2410.13,28.05,827.94,201.32,1215.78,233.29,268.82,466.53,194.57,309.56,12260,25.2
15-10-2023,9645279,418,389,2147259,418,394,1785.14,1792.42,142.26,1849.78,1104.94,1096.37,1181.35,735.15,2413.47,28.37,0.754,201.43,1216.89,233.81,269.54,467.15,194.65,309.56,10173,24.8
16-10-2023,9650942,422,248,2152489,424,335,1785.88,1793.19,143.02,1850.46,1105.66,1097.1,1182.16,735.56,2414.69,28.53,1.22,201.46,1217.4,234.06,269.88,467.49,194.69,309.56,8976,21.5
17-10-2023,9655393,418,221,2157517,419,340,1786.35,1793.78,143.54,1851,1106.38,1097.86,1182.89,735.94,2415.48,28.68,1.75,201.49,1217.81,234.28,270.1,467.77,194.73,309.56,7380,21.1
18-10-2023,9659849,419,268,2162675,421,272,1786.79,1794.28,144,1851.54,1107.1,1098.63,1183.71,736.37,2416.29,28.85,2.34,201.52,1218.23,234.5,270.46,468.08,194.78,309.56,7640,21.8
