Date,TR-1 KWH,TR-1 Voltage (V),TR-1 Current (A),TR-2 KWH,TR-2 Voltage (V),TR-2 Current (A),Hostel-M Block-A AC MWH,Hostel-M Block-B AC MWH,Hostel-M Block-C AC MWH,Hostel-M Block-D AC MWH,Hostel-M Block-A L&P MWH,Hostel-M Block-B L&P MWH ,Hostel-M Block-C L&P MWH,Hostel-M Block-D L&P MWH,Kitchen MWH,"Consort Labour,AGT,FRF &  AGT Crane ",STP  MWH,CONSORT BATCHING PLANT MWH,"FR-A,B,C MWH",FRD Normal MWH,FRE Normal MWH,Pump Room SS-5 MWH,FRD & FRE Lift MWH,FRD AC MWH,Total Unit Consumed in KWH,Temperature_C
22-11-2024,12125300,419,312,4596707,416,420,2136.08,2153.49,484.16,2214.26,1319.9,1317.96,1423.42,855.02,2800.02,116.63,159.74,330.29,1587.48,405.25,491.56,605.31,212.45,309.95,7840,18.6
23-11-2024,12129125,418,244,4601870,416,297,2136.08,2153.49,484.16,2214.26,1320.6,1318.71,1424.17,855.43,2800.4,116.63,160.3,330.35,1587.88,405.44,492.05,605.61,212.49,309.95,6940,18.7
24-11-2024,12133383,418,238,4608015,420,280,2136.08,2153.49,484.16,2214.26,1321.41,1319.5,1424.94,855.86,2800.93,116.63,160.37,330.43,1587.93,405.68,492.57,606.02,212.54,309.95,7350,18.6
25-11-2024,12137589,418,270,4613060,420,355,2136.08,2153.49,484.16,2214.26,1322.17,1320.28,1425.68,856.29,2801.38,116.63,160.71,330.49,1589.01,405.93,492.99,606.38,212.58,309.95,7300,18.3
26-11-2024,12141765,422,358,4618972,424,389,2136.08,2153.49,484.16,2214.26,1322.94,1321.11,1426.45,856.72,2801.84,116.63,161.04,330.55,1589.49,406.14,493.33,606.68,212.63,309.95,7580,17.5
27-11-2024,12146082,418,332,4624516,421,342,2136.08,2153.49,484.16,2214.26,1323.73,1321.92,1427.26,857.16,2802.34,116.63,161.37,330.67,1590.01,406.37,493.67,607.03,212.68,309.95,7390,16.7
28-11-2024,12150389,420,285,4630614,422,442,2136.08,2153.49,484.16,2214.26,1324.54,1322.78,1428.04,857.63,2802.82,116.63,161.71,330.77,1590.53,406.61,494.02,607.34,212.73,309.95,7850,16.3
29-11-2024,12156583,433,330,4639037,434,393,2136.08,2153.49,484.16,2214.26,1325.61,1323.92,1429.14,858.28,2803.47,116.63,162.23,330.95,1591.24,406.96,494.46,607.83,212.8,309.95,10810,16.1
30-11-2024,12159050,415,236,4642677,418,351,2136.08,2153.49,484.16,2214.26,1326.1,1324.42,1429.62,858.55,2803.73,116.63,162.43,331.1,1591.5,407.09,494.66,608.05,212.82,309.95,4860,16.5
01-12-2024,12163284,416,213,4648205,419,202,2136.08,2153.49,484.16,2214.26,1326.88,1325.21,1430.4,858.96,2804.2,116.63,162.75,331.32,1592,407.35,494.98,608.37,212.87,309.95,7100,16.9
02-12-2024,12168054,418,286,4653984,421,372,2136.08,2153.49,484.16,2214.26,1327.63,1326.08,1431.22,859.42,2804.71,116.63,163.12,331.53,1592.63,407.68,495.47,608.73,212.92,309.95,7770,17.7
03-12-2024,12171960,415,291,4659013,416,384,2136.08,2153.49,484.16,2214.26,1328.5,1326.41,1431.94,859.86,2805.14,116.63,163.43,331.61,1593.1,407.88,495.73,609.07,212.97,309.95,6440,18.4
04-12-2024,12176271,420,297,4664450,420,283,2136.08,2153.49,484.16,2214.26,1329.5,1327.62,1432.72,860.31,2805.62,116.63,163.76,331.69,1593.58,408.12,496.1,609.42,213.01,309.95,7890,18.1
05-12-2024,12180817,416,312,4670738,417,388,2136.08,2153.49,484.16,2214.26,1329.96,1328.44,1433.53,860.76,2806.14,116.63,164.1,331.87,1594.12,408.37,496.44,609.8,213.06,309.96,7860,15.8
06-12-2024,12185148,419,312,4676476,418,261,2136.08,2153.49,484.16,2214.26,1330.25,1329.4,1434.32,861.2,2806.64,116.63,164.46,332.01,1594.61,408.62,496.8,610.15,213.11,309.96,7130,14.7
07-12-2024,12190913,426,242,4684285,426,403,2136.08,2153.49,484.16,2214.26,1331.79,1330.3,1435.37,861.76,2807.28,116.63,164.92,332.24,1595.36,408.97,497.39,610.61,213.17,309.96,10580,13.7
08-12-2024,12193821,418,255,4688157,418,249,2136.08,2153.49,484.16,2214.26,1332.35,1330.9,1435.86,862.09,2807.65,116.63,165.16,332.41,1595.7,409.1,497.62,610.9,213.21,309.96,5070,14
09-12-2024,12198361,417,336,4693632,416,381,2136.08,2153.49,484.16,2214.26,1333.16,1331.76,1436.68,862.57,2808.15,116.63,165.51,332.59,1596.34,409.39,498.05,611.25,213.25,309.96,7490,14.2
10-12-2024,12203012,417,362,4699542,418,363,2136.08,2153.49,484.16,2214.26,1333.99,1332.61,1437.51,863.05,2808.65,116.63,165.86,332.81,1596.97,409.68,498.46,611.61,213.3,309.96,7940,13.2
11-12-2024,12207855,415,388,4705872,415,455,2136.08,2153.49,484.16,2214.26,1334.86,1333.51,1438.36,863.57,2809.16,116.63,166.23,333.02,1597.61,409.97,499.04,612,213.35,309.96,8410,12.9
12-12-2024,12212957,417,338,4712334,416,446,2136.08,2153.49,484.16,2214.26,1335.75,1334.48,1439.24,864.1,2809.68,116.63,166.61,333.3,1598.41,410.38,499.5,612.45,213.4,309.96,9050,12.5
13-12-2024,12217989,416,405,4718352,416,475,2136.08,2153.49,484.16,2214.26,1336.64,1335.34,1440.12,864.62,2810.15,116.63,166.94,333.53,1599.11,410.68,499.9,612.89,213.44,309.96,8230,13.5
14-12-2024,12225016,430,267,4726709,429,442,2136.08,2153.49,484.16,2214.26,1337.89,1336.56,1441.25,865.28,2810.82,116.63,167.35,333.81,1600.12,411.16,500.48,613.49,213.51,309.96,11710,12.9
15-12-2024,12228358,418,312,4730641,417,293,2136.08,2153.49,484.16,2214.26,1338.5,1337.16,1441.81,865.6,2811.15,116.63,167.67,334.03,1600.61,411.37,500.78,613.82,213.54,309.96,5570,12.2
16-12-2024,12533760,414,411,4736321,413,327,2136.08,2153.49,484.16,2214.26,1339.43,1338.05,1442.65,866.11,2811.61,116.63,167.92,334.26,1601.41,411.79,501.31,614.26,213.59,309.96,7990,11.8
17-12-2024,12238985,416,369,4742098,414,401,2136.08,2153.49,484.16,2214.26,1340.36,1338.97,1443.49,866.61,2812.13,116.63,168.3,334.39,1602.29,412.2,501.79,614.65,213.64,309.96,8170,12
18-12-2024,12243954,418,621,4747641,416,359,2136.08,2153.49,484.16,2214.26,1341.24,1339.84,1444.31,867.07,2812.54,116.63,168.63,334.56,1603.05,412.58,502.27,614.98,213.69,309.96,7680,12.8
19-12-2024,12248736,415,377,4752852,414,181,2136.08,2153.49,484.16,2214.26,1342.13,1340.69,1445.09,867.52,2812.97,116.63,168.97,334.76,1603.08,412.97,502.74,615.29,213.73,309.96,6580,11.9
20-12-2024,12254229,419,337,4757236,417,250,2136.08,2153.49,484.16,2214.26,1342.95,1341.55,1445.87,868.01,2813.38,116.63,169.3,334.89,1604.77,413.42,503.37,615.67,213.78,309.96,7580,13.1
21-12-2024,12255229,418,337,4759236,417,250,2137.5,2153.58,484.16,2214.26,1343.58,1341.99,1445.9,868.22,2813.59,116.63,169.6,334.99,1605.12,413.88,503.41,615.99,213.88,309.96,5610,12.7
22-12-2024,12266703,419,437,4765321,418,111,2139.46,2153.78,484.16,2214.26,1344.02,1342.66,1446.94,868.67,2813.74,116.63,169.94,335.16,1606.32,414.07,504.53,616.37,213.87,309.96,9170,12.7
23-12-2024,12272987,417,567,4768203,418,207,2141.32,2153.99,484.16,2214.26,1344.38,1343.08,1447.3,868.92,2813.82,116.63,170.23,335.32,1607.17,414.37,505.15,616.71,213.92,309.96,6240,11.2
24-12-2024,12280298,418,467,4771258,417,168,2143.38,2154.81,484.16,2214.26,1344.68,1343.46,1447.64,869.17,2813.9,116.63,170.48,335.46,1608.18,414.74,505.86,617.07,213.97,309.96,7560,13.5
25-12-2024,12287960,417,461,4774606,417,233,2145.14,2156.21,484.23,2214.26,1344.87,1343.89,1447.96,869.39,2814.14,116.63,170.77,335.62,1609.11,415.11,506.31,617.42,214.02,309.96,8080,13.5
26-12-2024,12296129,417,616,4778334,416,197,2146.84,2157.61,484.23,2214.32,1345.15,1344.23,1448.24,869.56,2814.86,116.63,171.08,335.85,1609.96,415.49,506.76,617.77,214.06,309.96,8610,13.6
27-12-2024,12303193,419,510,4781304,422,200,2148.19,2158.78,484.23,2214.32,1345.5,1344.57,1448.53,869.74,2816.04,116.63,171.38,336.05,1610.67,415.8,507.35,618.11,214.11,309.96,7620,12.9
28-12-2024,12309169,416,530,4784234,420,200,2149.1,2159.6,484.23,2214.32,1345.8,1344.88,1448.88,869.89,2817.02,116.63,171.58,336.3,1611.21,415.99,507.89,618.78,214.15,309.96,6470,14.2
29-12-2024,12318561,418,558,4787042,423,205,2151.6,2160.66,484.23,2214.32,1346.26,1345.16,1449.24,870.12,2818.33,116.63,171.95,336.51,1612.43,416.56,508.37,618.85,214.19,309.96,9430,13
30-12-2024,12325014,415,370,4789550,419,120,2153.37,2161.63,484.23,2214.32,1346.62,1345.41,1449.53,870.25,2819.35,116.63,172.18,336.84,1613.24,416.91,508.88,619.12,214.23,309.96,7430,11.4
31-12-2024,12328951,419,129,4792269,421,92,2154.13,2162.03,484.23,2214.32,1346.81,1345.69,1449.77,870.45,2819.44,116.63,172.44,337.19,1614.18,417.3,509.37,619.42,214.27,309.96,5210,10.5
01-01-2025,12331676,419,183,4795164,421,166,2154.13,2162.03,484.23,2214.32,1347.03,1345.96,1450.1,870.62,2819.53,116.63,172.71,337.51,1615.13,417.65,510.1,619.8,214.31,309.96,4350,10.4
02-01-2025,12334544,420,156,4797534,422,131,2154.13,2162.03,484.23,2214.32,1347.22,1346.17,1450.41,870.88,2819.62,116.63,172.57,337.67,1616.13,418.05,510.74,620.14,214.35,309.96,3560,10.4
03-01-2025,12337293,419,178,4800246,421,182,2154.13,2162.03,484.23,2214.32,1347.43,1346.35,1450.59,871.04,2819.72,116.63,173.23,337.97,1617.24,418.48,511.39,620.49,214.39,309.96,4630,11
04-01-2025,12339823,415,153,4803136,417,154,2154.13,2162.03,484.23,2214.32,1347.76,1346.66,1450.8,871.19,2819.89,116.63,173.58,338.65,1618.69,419.09,512.33,620.89,214.44,309.96,5780,10.8
05-01-2025,12341744,406,151,4804848,407,146,2154.13,2162.03,484.23,2214.32,1347.95,1346.72,1450.96,871.27,2819.98,116.63,173.77,338.74,1619.5,419.35,512.73,621.1,214.47,309.96,2640,12.2
06-01-2025,12344398,406,195,4807625,409,232,2154.13,2162.03,484.23,2214.32,1348.19,1347.02,1451.22,871.41,2820.15,116.63,174.01,339.38,1620.6,419.78,513.34,621.37,214.52,309.96,4520,13
07-01-2025,12348066,408,300,4810848,410,260,2154.13,2162.03,484.23,2214.32,1348.51,1347.51,1451.6,871.64,2820.81,116.63,174.28,339.97,1621.74,420.2,513.99,621.73,214.56,309.96,5750,12.6
08-01-2025,12352185,406,282,4815562,410,318,2154.13,2162.03,484.23,2214.32,1349.01,1348.12,1452.03,871.9,2821.36,116.63,174.6,340.51,1623.11,420.78,514.91,622.15,214.61,309.96,7330,12
09-01-2025,12356095,406,336,4820584,410,347,2154.13,2162.03,484.23,2214.32,1349.52,1348.74,1452.51,872.19,2821.68,116.63,174.93,341.09,1624.32,421.36,515.93,622.63,214.66,309.96,7380,10.6
10-01-2025,12360080,408,280,4826123,411,339,2154.13,2162.03,484.23,2214.32,1350.05,1349.38,1453.02,872.48,2822.11,116.63,175.27,341.65,1625.58,421.98,516.91,623,214.71,309.96,8000,10
11-01-2025,12365525,420,262,4832617,423,230,2154.13,2162.03,484.23,2214.32,1350.76,1350.29,1453.71,873.13,2822.62,116.63,175.65,342.03,1627.42,422.83,517.96,623.47,214.77,309.96,10340,11.7
12-01-2025,12368116,411,158,4835399,413,195,2154.13,2162.03,484.23,2214.32,1351.08,1350.71,1454.06,873.46,2822.87,116.63,175.86,342.24,1628.25,423.15,518.41,623.76,214.8,309.96,4510,12.8
13-01-2025,12372868,413,371,4838865,413,286,2154.13,2162.03,484.23,2214.32,1351.64,1351.5,1454.64,874.01,2823.31,116.63,176.16,342.65,1629.77,423.84,519.55,624.17,214.84,309.96,7530,13.3
15-01-2025,12377550,404,567,48452120,408,433,2154.13,2162.03,484.25,2214.41,1352.88,1352.99,1455.91,875.11,2824.09,116.63,176.78,343.02,1.997,424.79,520.88,624.81,214.93,309.96,8561,10.8
16-01-2025,12386215,404,867,4853888,409,640,2155.73,2163.52,485.62,2215.87,1353.67,1353.8,1456.63,875.82,2824.7,116.63,177.11,343.33,3.1,425.33,521.52,625.14,214.97,309.96,14733,12.6
17-01-2025,12395062,402,876,4862618,402,744,2157.16,2165.03,487.04,2217.47,1354.48,1354.66,1457.4,876.61,2825.42,116.63,177.42,343.59,4.3,425.91,522.14,625.49,215.02,309.96,15150,11.7
18-01-2025,12407376,407,580,4875283,408,692,2159.09,2166.95,488.87,2219.79,1355.6,1355.82,1458.41,877.74,2826.66,116.63,177.86,343.92,6.4,426.77,523.14,625.97,215.08,309.96,22100,11.8
19-01-2025,12412671,406,547,4880085,409,519,2160.07,2167.78,489.72,2220.77,1356.07,1356.3,1458.83,878.21,2827.15,116.63,178.04,344.13,6.7,427.07,523.45,626.21,215.11,309.96,8300,15.2
20-01-2025,12420610,403,658,4887451,407,453,2161.22,2168.84,490.69,2221.99,1356.82,1357.15,1459.58,878.96,2827.76,116.63,178.31,344.38,7.9,427.61,524.31,626.56,215.15,309.96,12900,16.2
21-01-2025,12430605,413,362,4898093,415,595,2162.56,2170.17,492.13,2223.46,1357.9,1358.33,1460.59,879.98,2828.5,116.63,178.72,344.75,9.1,428.17,525.09,627.13,215.21,309.96,17190,15
22-01-2025,12435718,403,681,4903494,407,592,2163.42,2170.9,493.02,2224.25,1358.41,1358.93,1461.11,880.48,2828.79,116.63,178.91,344.99,9.7,428.44,525.53,627.44,215.25,309.96,8880,15.5
23-01-2025,12442810,403,730,4911423,408,556,2164.46,2171.76,494,2225.25,1359.19,1359.78,1461.85,881.21,2829.28,116.63,179.21,345.32,10.6,428.85,526.04,627.82,215.29,309.96,12540,15.1
24-01-2025,12450060,409,691,4919523,413,670,2165.5,2172.68,495.11,2226.4,1360.03,1360.64,1462.58,881.98,2829.88,116.63,179.51,345.66,11.5,429.24,526.58,628.22,215.34,309.96,12950,15
25-01-2025,12457198,411,355,4928298,412,415,2165.6,2172.79,495.24,2226.52,1361.12,1361.8,1463.56,882.99,2830.77,116.63,179.86,346,12.6,429.86,527.26,628.72,215.4,309.97,12520,14.4
26-01-2025,12460483,400,346,4932113,403,391,2165.6,2172.79,495.24,2226.52,1361.65,1362.4,1464.07,883.5,2831.21,116.63,180.2,346.24,13.1,430.15,527.66,628.98,215.43,309.97,5770,13.6
27-01-2025,12465267,414,465,4937445,415,445,2165.6,2172.79,495.24,2226.52,1362.42,1363.29,1464.83,884.26,2831.67,116.63,180.52,346.54,14.1,430.57,528.34,629.42,215.48,309.97,8310,12.6
28-01-2025,12470593,407,561,4943782,409,469,2165.6,2172.79,495.24,2226.52,1363.29,1364.25,1465.63,885.05,2832.29,116.63,180.84,346.82,15.08,430.99,529.05,629.8,215.53,309.97,9360,13.7
29-01-2025,12476214,405,432,4950503,406,421,2165.6,2172.79,495.24,2226.52,1364.22,1365.25,1466.48,885.93,2832.88,116.63,181.22,347.1,16.08,431.47,529.63,630.22,215.58,309.97,9660,14.5
30-01-2025,12481412,415,552,4957077,416,564,2165.6,2172.79,495.24,2226.52,1365.1,1366.2,1467.31,886.75,2833.35,116.63,181.69,347.59,16.9,431.89,530.3,630.64,215.62,309.97,9420,15.7
31-01-2025,12487843,420,318,4965409,422,418,2165.6,2172.79,495.24,2226.52,1366.2,1367.4,1468.35,887.78,2833.96,116.63,182.06,347.96,18.05,432.43,531.05,631.11,215.68,309.97,11610,16.1
01-02-2025,12492643,413,350,4972023,414,522,2165.6,2172.79,495.24,2226.52,1367,1368.27,1469.13,888.48,2834.46,116.63,182.42,348.38,18.8,432.85,531.84,631.56,215.73,309.97,9140,15.2
02-02-2025,12495827,411,315,4975967,412,378,2165.6,2172.79,495.24,2226.52,1367.51,1368.9,1469.68,889.03,2834.79,116.63,182.68,348.61,19.3,433.05,532.32,631.84,215.76,309.97,5540,15.5
03-02-2025,12501124,410,449,4981840,412,345,2165.6,2172.79,495.24,2226.52,1368.37,1369.88,1470.48,889.78,2835.53,116.63,183.04,348.86,20.2,433.45,533.05,632.23,215.81,309.97,8770,14.7
04-02-2025,12506272,411,524,4986918,413,409,2165.6,2172.79,495.24,2226.52,1369.17,1370.78,1471.26,890.69,2836.27,116.63,183.33,349.14,21.03,433.81,533.61,632.57,215.85,309.97,8110,15.2
05-02-2025,12511634,408,505,4993302,409,446,2165.6,2172.79,495.24,2226.52,1370.06,1371.74,1472.08,891.66,2836.78,116.63,183.7,349.4,21.9,434.24,534.25,632.99,215.9,309.97,9280,15.1
06-02-2025,12516701,410,537,4999490,413,332,2165.6,2172.79,495.24,2226.52,1370.96,1372.69,1472.9,892.54,2837.21,116.63,184.08,349.65,22.7,434.64,534.75,633.39,215.94,309.97,8790,14.7
07-02-2025,12521836,408,508,5005500,409,337,2165.6,2172.79,495.24,2226.52,1371.89,1373.66,1473.72,893.41,2837.67,116.63,184.41,349.89,23.6,435.05,535.19,633.79,215.99,309.97,8840,14.6
08-02-2025,12527135,409,350,5011723,407,300,2165.6,2172.79,495.24,2226.52,1372.76,1374.2,1474.6,894.32,2838.09,116.63,184.76,350.1,24.9,435.45,535.85,633.91,216.04,309.98,8460,15.5
09-02-2025,12531385,403,295,5017843,403,351,2165.6,2172.79,495.24,2226.52,1373.59,1375.52,1475.23,895.06,2838.49,116.63,185.13,350.33,25.2,435.81,536.64,634.5,216.08,309.98,8730,16.3
10-02-2025,12536090,415,442,5023377,417,290,2165.6,2172.79,495.24,2226.52,1374.43,1376.42,1475.96,895.81,2838.95,116.63,185.48,350.53,26,436.2,537.32,634.86,216.12,309.98,7940,16.6
11-02-2025,12540839,412,448,5028813,414,368,2165.6,2172.79,495.24,2226.52,1375.28,1377.32,1476.75,896.6,2839.43,116.63,185.83,350.77,26.7,436.55,537.84,635.27,216.17,309.98,7940,17.4
12-02-2025,12545438,416,296,5034370,416,299,2165.6,2172.79,495.24,2226.52,1376.07,1378.16,1477.47,897.22,2839.85,116.63,186.18,351.02,27.4,436.89,538.24,635.67,216.21,309.98,7680,17.7
13-02-2025,12550220,411,500,5039964,413,266,2165.6,2172.79,495.24,2226.52,1376.9,1379.08,1478.27,898.37,2840.29,116.63,186.51,351.23,28.1,437.26,538.72,636.02,216.26,309.98,8400,16.1
14-02-2025,12555011,411,495,5045684,413,357,2165.6,2172.79,495.24,2226.52,1377.7,1379.97,1479.03,899.25,2840.74,116.63,186.85,351.46,28.8,437.62,539.15,636.37,216.31,309.98,8150,16.6
15-02-2025,12559361,412,465,5046284,413,354,2165.6,2172.79,495.24,2226.52,1378.3,1380.68,1480.28,900,2841.21,116.63,187.25,351.66,29.6,437.97,539.65,636.53,216.35,309.98,8210,17.7
16-02-2025,12563755,410,239,5056980,413,252,2165.6,2172.79,495.24,2226.52,1379.26,1381.69,1480.52,900.84,2841.6,116.63,187.56,351.87,30.16,438.31,540.39,637.16,216.4,309.98,7970,16.4
17-02-2025,12568650,407,421,5062363,411,335,2165.6,2172.79,495.24,2226.52,1380.08,1382.58,1481.31,901.72,2842.05,116.63,187.94,352.07,30.8,438.67,540.85,637.58,216.45,309.98,7720,18.1
18-02-2025,12572932,412,375,5067789,416,256,2165.6,2172.79,495.24,2226.52,1380.84,1383.41,1482.04,902.51,2842.46,116.63,188.28,352.33,31.4,438.94,541.41,637.95,216.49,309.98,7570,19.2
19-02-2025,12577625,408,386,5073956,410,504,2165.6,2172.79,495.24,2226.52,1381.67,1384.34,1482.86,903.4,2842.93,116.63,188.66,352.56,32,439.24,541.95,638.36,216.54,309.99,8540,18.3
20-02-2025,12582047,414,443,5079560,418,278,2165.6,2172.79,495.24,2226.52,1382.46,1385.2,1483.63,904.26,2843.33,116.63,188.99,352.78,32.6,439.52,542.41,638.63,216.58,309.99,7770,17.5
21-02-2025,12586707,416,457,5085261,417,438,2165.6,2172.79,495.24,2226.52,1383.26,1386.06,1484.42,905.07,2843.8,116.63,189.34,353.08,33.2,439.83,542.87,639.01,216.63,309.99,8030,17.5
22-02-2025,12593437,414,319,5093683,416,469,2165.6,2172.79,495.24,2226.52,1384.38,1387.28,1485.53,906.18,2844.43,116.63,189.81,353.32,34.2,440.31,543.71,639.55,216.68,309.99,11540,17
23-02-2025,12596027,418,267,5096776,420,358,2165.6,2172.79,495.24,2226.52,1384.84,1387.79,1486,906.62,2844.69,116.63,190.07,353.51,34.5,440.48,544.03,639.81,216.72,309.99,4450,17.3
24-02-2025,12600697,414,369,5102145,417,267,2165.6,2172.79,495.24,2226.52,1385.62,1388.69,1486.78,907.41,2845.08,116.63,190.42,353.7,35.2,440.81,544.61,640.21,216.77,309.99,7730,17.9
25-02-2025,12605536,409,429,5108085,413,388,2165.6,2172.79,495.24,2226.52,1386.44,1389.61,1487.59,908.38,2845.52,116.63,190.8,353.94,35.94,441.11,545.07,640.63,216.82,309.99,8490,18.3
26-02-2025,12609999,412,356,5113900,415,348,2165.6,2172.79,495.24,2226.52,1387.22,1390.5,1488.35,909.18,2846.01,116.63,191.16,354.21,36.51,441.35,545.52,641,216.86,309.99,7940,21.8
27-02-2025,12614603,414,370,5119528,418,316,2165.6,2172.79,495.24,2226.52,1388.04,1391.41,1489.15,910.02,2846.52,116.63,191.49,354.51,37.11,441.62,545.96,641.36,216.91,309.99,8010,18.8
28-02-2025,12619556,413,380,5125928,417,285,2165.6,2172.79,495.24,2226.52,1388.86,1392.34,1489.96,910.89,2847.12,116.63,191.88,354.8,37.7,441.95,546.68,641.78,216.95,309.99,8850,18.2
01-03-2025,12625929,417,319,5133906,419,403,2165.6,2172.79,495.24,2226.52,1389.95,1393.56,1490.98,911.93,2847.89,116.63,192.37,355.01,38.6,442.35,547.32,642.32,217.01,309.99,11170,18.9
02-03-2025,12629148,417,279,5137774,420,380,2165.6,2172.79,495.24,2226.52,1390.49,1394.2,1491.52,912.52,2848.35,116.63,192.62,355.23,39,442.52,547.57,642.51,217.04,309.99,5430,18
03-03-2025,12634106,416,367,5143420,419,310,2165.6,2172.79,495.24,2226.52,1391.33,1395.15,1492.32,913.35,2848.91,116.63,193.01,355.46,39.6,442.84,548.13,642.9,217.09,309.99,7980,17.7
04-03-2025,12639084,413,385,5149267,416,348,2165.6,2172.79,495.24,2226.52,1392.15,1396.07,1493.12,914.2,2849.5,116.63,193.38,355.7,40.2,443.11,548.55,643.31,217.13,309.99,8220,17.9
05-03-2025,12643794,413,365,5155239,417,357,2165.6,2172.79,495.24,2226.52,1392.94,1396.96,1493.92,915,2850.13,116.63,193.75,355.93,40.8,443.37,548.99,643.71,217.18,309.99,8350,16.1
06-03-2025,12648963,414,338,5161411,416,433,2165.62,2172.79,495.24,2226.52,1393.82,1397.93,1494.77,915.87,2850.69,116.63,194.11,356.14,41.51,443.6,549.16,644.12,217.47,309.99,8710,17.2
07-03-2025,12652352,411,381,5165188,414,526,2165.62,2172.79,495.24,2226.52,1394.65,1398.84,1495.54,916.71,2851.28,116.63,194.42,356.28,42.1,443.97,549.16,644.53,217.97,309.99,7460,18.3
08-03-2025,12659137,408,321,5174269,408,550,2165.62,2172.79,495.35,2226.63,1395.74,1400,1496.61,917.82,2852.18,116.63,194.93,356.73,42.8,444.37,549.19,645,218.42,309.99,11770,19.8
09-03-2025,12662269,406,392,5177499,409,283,2165.71,2172.88,495.35,2226.63,1396.26,1400.66,1497.16,918.37,2852.62,116.63,195.14,356.94,43.15,444.52,549.41,645.34,218.92,309.99,5590,19.9
10-03-2025,12667011,408,399,5182697,416,261,2165.71,2172.88,495.35,2226.63,1397.04,1401.53,1497.96,919.17,2853.33,116.63,195.48,357.29,43.71,444.8,549.78,645.67,219.02,309.99,7610,22.4
11-03-2025,12671883,406,344,5187787,409,286,2165.71,2172.88,495.35,2226.63,1397.84,1402.39,1498.77,920.01,2854.03,116.63,195.85,357.67,44.2,445.04,550.1,646.05,219.1,309.99,7430,23
12-03-2025,12676268,408,329,5192488,412,281,2165.71,2172.88,495.36,2226.63,1398.53,1403.12,1499.48,920.79,2854.71,116.63,196.2,358.03,44.6,445.28,550.45,646.46,219.45,309.99,7130,23.4
13-03-2025,12680084,408,268,5196685,410,238,2165.71,2172.88,495.36,2226.63,1399.1,1403.73,1500.1,921.4,2855.44,116.63,196.57,358.45,45.14,445.52,551.06,646.85,219.49,309.99,6100,23.4
14-03-2025,12683079,412,212,5200225,415,174,2165.71,2172.88,495.36,2226.63,1399.53,1404.2,1500.6,921.85,2855.92,116.63,196.94,358.74,45.57,445.74,551.42,647.24,219.53,309.99,4860,22.6
15-03-2025,12686377,417,122,5203959,419,317,2165.71,2172.88,495.36,2226.63,1400,1404.7,1501.09,922.3,2856.32,116.63,197.35,359.02,46.2,446.07,551.81,647.52,219.57,309.99,4980,20.2
16-03-2025,12687819,413,136,5205779,416,186,2165.71,2172.88,495.36,2226.63,1400.24,1404.97,1501.35,922.53,2856.38,116.63,197.56,359.19,46.52,446.19,551.94,647.84,219.64,309.99,2480,20.9
17-03-2025,12690016,410,190,5208549,412,205,2165.71,2172.88,495.36,2226.63,1400.5,1405.32,1501.68,922.84,2856.48,116.63,197.88,359.52,47,446.41,552.3,648.22,219.74,309.99,3550,21.2
18-03-2025,12692067,410,157,5211377,413,194,2165.71,2172.88,495.38,2226.63,1400.89,1405.67,1502.01,923.14,2856.57,116.63,198.17,359.87,47.45,446.62,552.58,648.53,219.84,309.99,3730,21.6
19-03-2025,12694235,405,152,5214419,408,158,2165.71,2172.88,495.38,2226.63,1401.2,1406.03,1502.37,923.45,2856.68,116.63,198.49,360.25,47.92,446.86,552.93,648.87,219.94,310,3910,23.3
20-03-2025,12696312,407,160,5217348,410,178,2165.71,2172.88,495.38,2226.63,1401.52,1406.4,1502.73,923.76,2856.81,116.63,198.77,360.64,48.38,447.08,553.27,649.15,220.04,310,3840,23.2
21-03-2025,12698379,409,136,5220335,412,186,2165.71,2172.88,495.38,2226.63,1401.87,1406.79,1503.08,924.09,2856.94,116.63,199.05,361.03,48.82,447.3,553.6,649.39,220.14,310,3840,23.2
22-03-2025,12701478,413,167,5224135,415,256,2165.71,2172.88,495.38,2226.63,1402.3,1407.27,1503.53,924.49,2857.41,116.63,199.42,361.46,49.4,447.58,553.97,649.79,220.26,310,5240,23.3
23-03-2025,12703585,406,218,5226337,409,159,2165.71,2172.88,495.38,2226.63,1402.59,1407.6,1503.84,924.77,2857.76,116.63,199.64,361.73,49.68,447.75,554.24,650.08,220.34,310.01,3240,23.2
24-03-2025,12706984,414,325,5229478,418,271,2165.71,2172.88,495.38,2226.63,1403.09,1408.1,1504.33,925.26,2858.35,116.63,199.93,362.09,50.15,447.96,554.75,650.39,220.45,310.01,4840,23.8
25-03-2025,12711264,409,406,5233713,411,261,2165.71,2172.88,495.38,2226.63,1403.74,1408.79,1505.01,925.92,2859.04,116.63,200.24,362.44,50.64,448.17,555.15,650.73,220.56,310.01,6340,24.7
26-03-2025,12715818,409,402,5238956,412,310,2165.71,2172.88,495.38,2226.63,1404.46,1409.54,1505.74,926.68,2859.73,116.63,200.57,362.82,51.14,448.4,555.57,651.15,220.6,310.01,7490,26
27-03-2025,12720570,409,424,5244282,412,327,2165.71,2172.88,495.38,2226.63,1405.19,1410.34,1506.53,927.43,2860.44,116.63,200.89,363.17,51.63,448.66,555.98,651.57,220.8,310.01,7860,26.3
